"ring","feather_type","sex","status","status_bin","status_known","longitude_capture","latitude_capture","tag_id_adjusted","migratory_status_comment","n_assays","n_unique_samples","sample_ids_raw","sample_ids_base","normalised_d13c","normalised_d15n","cn_mass_ratio","amount_mg_mean","amount_mg_sd","source_measurement_ids","source_phenotype_row_ids"
"CP16958","Breast","F","NI migrant","migrant",TRUE,176.92653497681,-39.5726949814707,,"Resighting at Miranda, North Island on May 17",1,1,"CP16958_2024-12-03_breast feather","CP16958_2024-12-03_breast feather",-15.333309301501,15.8617503104097,3.40582247818053,0.229,,"live_measurement_0082","live_pheno_039|live_pheno_046"
"CP16958","Primary","F","NI migrant","migrant",TRUE,176.92653497681,-39.5726949814707,,"Resighting at Miranda, North Island on May 17",1,1,"CP16958_2024-12-03_primary feather","CP16958_2024-12-03_primary feather",-23.3505356424689,12.5582551483587,3.35388413130818,0.234,,"live_measurement_0083","live_pheno_039|live_pheno_046"
"CP16961","Breast","M","unknown","unknown",FALSE,176.893405001611,-39.485479015857,,,1,1,"CP16961_2024-12-04_breast feather","CP16961_2024-12-04_breast feather",-14.5960619312138,13.4583173789402,3.5456990854605,0.209,,"live_measurement_0084","live_pheno_120|live_pheno_138"
"CP16961","Primary","M","unknown","unknown",FALSE,176.893405001611,-39.485479015857,,,1,1,"CP16961_2024-12-04_primary feather","CP16961_2024-12-04_primary feather",-19.2336335885078,8.96356343453263,3.50286945887626,0.227,,"live_measurement_0085","live_pheno_120|live_pheno_138"
"CP16962","Breast","F","unknown","unknown",FALSE,176.893405001611,-39.485479015857,,,2,1,"CP16962_2024-12-04_breast feather|CP16962_2024-12-04_breast feather_rpt","CP16962_2024-12-04_breast feather",-16.314967618285,11.5524349410622,3.39138143089539,0.2395,0.00212132034355964,"live_measurement_0086|live_measurement_0087","live_pheno_121|live_pheno_139"
"CP16962","Primary","F","unknown","unknown",FALSE,176.893405001611,-39.485479015857,,,1,1,"CP16962_2024-12-04_primary feather","CP16962_2024-12-04_primary feather",-23.072707896496,12.8030948316534,3.41978730739081,0.25,,"live_measurement_0088","live_pheno_121|live_pheno_139"
"CP16990","Breast","M","NI migrant","migrant",TRUE,176.930825,-39.575394,,"Resighting at Kaipara Harbour, North Island on Feb 24",1,1,"CP16990_2024-10-31_breast feather","CP16990_2024-10-31_breast feather",-12.5570174920222,13.8936712460448,3.47063194603221,0.236,,"live_measurement_0089","live_pheno_040|live_pheno_047"
"CP16990","Primary","M","NI migrant","migrant",TRUE,176.930825,-39.575394,,"Resighting at Kaipara Harbour, North Island on Feb 24",1,1,"CP16990_2024-10-31_primary feather","CP16990_2024-10-31_primary feather",-21.3171321356814,11.1108014579245,3.33290016986395,0.251,,"live_measurement_0090","live_pheno_040|live_pheno_047"
"CP17010","Breast","M","resident","resident",TRUE,168.425144,-46.604315,"266397","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",1,1,"CP17010_2024-10-16_breast feather","CP17010_2024-10-16_breast feather",-20.7990391206713,8.32593463371651,3.41907042465633,0.36,,"live_measurement_0091","live_pheno_080|live_pheno_102"
"CP17010","Primary","M","resident","resident",TRUE,168.425144,-46.604315,"266397","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",2,1,"CP17010_2024-10-16_primary feather|CP17010_2024-10-16_primary feather_rpt","CP17010_2024-10-16_primary feather",-23.7117735472334,6.64156381633658,3.3266523913021,0.28,0.0763675323681471,"live_measurement_0092|live_measurement_0093","live_pheno_080|live_pheno_102"
"CP17011","Breast","F","SI migrant","migrant",TRUE,168.425144,-46.604315,"266413","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",1,1,"CP17011_2024-10-16_breast feather","CP17011_2024-10-16_breast feather",-16.8007345467439,13.2755885769215,3.30938878617553,0.295,,"live_measurement_0094","live_pheno_053|live_pheno_063"
"CP17011","Primary","F","SI migrant","migrant",TRUE,168.425144,-46.604315,"266413","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",1,1,"CP17011_2024-10-16_primary feather","CP17011_2024-10-16_primary feather",-22.5847413462965,7.86987873353459,3.37099817139148,0.242,,"live_measurement_0095","live_pheno_053|live_pheno_063"
"CP19307","Breast","M","unknown","unknown",FALSE,170.477445,-43.873901,,,1,1,"CP19307_2024-10-12_breast feather","CP19307_2024-10-12_breast feather",-22.2159881561871,11.2409771828643,3.35267417337102,0.232,,"live_measurement_0096","live_pheno_122|live_pheno_140"
"CP19307","Primary","M","unknown","unknown",FALSE,170.477445,-43.873901,,,1,1,"CP19307_2024-10-12_primary feather","CP19307_2024-10-12_primary feather",-23.1747464504715,8.00646285438079,3.43264830159768,0.251,,"live_measurement_0097","live_pheno_122|live_pheno_140"
"CP19308","Breast","M","unknown","unknown",FALSE,170.477445,-43.873901,,,1,1,"CP19308_2024-10-12_breast feather","CP19308_2024-10-12_breast feather",-12.0586057634204,12.8830218357041,3.27779555686636,0.272,,"live_measurement_0098","live_pheno_123|live_pheno_141"
"CP19308","Primary","M","unknown","unknown",FALSE,170.477445,-43.873901,,,1,1,"CP19308_2024-10-12_primary feather","CP19308_2024-10-12_primary feather",-23.8789135011736,9.19525057285691,3.38907864441033,0.228,,"live_measurement_0099","live_pheno_123|live_pheno_141"
"CP19311","Breast","M","SI migrant","migrant",TRUE,170.146284,-43.725414,"266375","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",1,1,"CP19311_2024-10-11_breast feather","CP19311_2024-10-11_breast feather",-22.5401886120996,8.16879707947654,3.30554836394745,0.243,,"live_measurement_0100","live_pheno_054|live_pheno_064"
"CP19311","Primary","M","SI migrant","migrant",TRUE,170.146284,-43.725414,"266375","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",2,1,"CP19311_2024-10-11_primary feather|CP19311_2024-10-11_primary feather_rpt","CP19311_2024-10-11_primary feather",-23.2344802623803,5.47167080546321,3.41718181661793,0.26,0.0480832611206852,"live_measurement_0101|live_measurement_0102","live_pheno_054|live_pheno_064"
"CP19312","Breast","F","AU migrant","migrant",TRUE,170.145122,-43.729755,"266441","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",1,1,"CP19312_2024-10-11_breast feather","CP19312_2024-10-11_breast feather",-20.1365264153173,15.7489177714583,3.33430696906379,0.257,,"live_measurement_0103","live_pheno_012|live_pheno_029"
"CP19312","Primary","F","AU migrant","migrant",TRUE,170.145122,-43.729755,"266441","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",1,1,"CP19312_2024-10-11_primary feather","CP19312_2024-10-11_primary feather",-22.7393146013286,7.50565441127808,3.36410491481139,0.258,,"live_measurement_0104","live_pheno_012|live_pheno_029"
"CP19314","Breast","M","AU migrant","migrant",TRUE,170.144119,-43.736765,"266442","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",1,1,"CP19314_2024-10-10_breast feather","CP19314_2024-10-10_breast feather",-20.9353793877792,9.11276685224496,3.48108523354187,0.192,,"live_measurement_0105","live_pheno_013|live_pheno_030"
"CP19314","Primary","M","AU migrant","migrant",TRUE,170.144119,-43.736765,"266442","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",1,1,"CP19314_2024-10-10_primary feather","CP19314_2024-10-10_primary feather",-22.7451701926486,3.88852044699003,3.48440487722421,0.2,,"live_measurement_0106","live_pheno_013|live_pheno_030"
"CP19327","Breast","M","SI migrant","migrant",TRUE,173.011575,-40.993306,"266421","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",1,1,"CP19327_2024-10-04_breast feather","CP19327_2024-10-04_breast feather",-14.7462971530249,14.2859172518353,3.38331996529757,0.255,,"live_measurement_0107","live_pheno_055|live_pheno_065"
"CP19327","Primary","M","SI migrant","migrant",TRUE,173.011575,-40.993306,"266421","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",1,1,"CP19327_2024-10-04_primary feather","CP19327_2024-10-04_primary feather",-14.4092252688807,10.132253774983,3.31591810647378,0.344,,"live_measurement_0108","live_pheno_055|live_pheno_065"
"CP19340","Breast","M","AU migrant","migrant",TRUE,170.14463,-43.734073,"266393","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",1,1,"CP19340_2024-10-10_breast feather","CP19340_2024-10-10_breast feather",-23.1370222195958,12.2141638963432,3.39590848907457,0.228,,"live_measurement_0109","live_pheno_014|live_pheno_031"
"CP19340","Primary","M","AU migrant","migrant",TRUE,170.14463,-43.734073,"266393","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",1,1,"CP19340_2024-10-10_primary feather","CP19340_2024-10-10_primary feather",-24.1378607729583,3.1426274682581,3.5218612875793,0.247,,"live_measurement_0110","live_pheno_014|live_pheno_031"
"CP19346","Breast","M","resident","resident",TRUE,172.431853,-43.845691,"266459","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",1,1,"CP19346_2024-10-02_breast feather","CP19346_2024-10-02_breast feather",-23.6106784068077,11.4762590619618,3.50032160664922,0.206,,"live_measurement_0111","live_pheno_081|live_pheno_103"
"CP19346","Primary","M","resident","resident",TRUE,172.431853,-43.845691,"266459","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",1,1,"CP19346_2024-10-02_primary feather","CP19346_2024-10-02_primary feather",-21.4089644128114,13.9745906479413,3.43371488382347,0.212,,"live_measurement_0112","live_pheno_081|live_pheno_103"
"CP19350","Breast","F","SI migrant","migrant",TRUE,172.591216,-43.832075,"266387","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",1,1,"CP19350_2024-09-30_breast feather","CP19350_2024-09-30_breast feather",-22.9932864768683,10.2356874401532,3.36637403590901,0.243,,"live_measurement_0113","live_pheno_056|live_pheno_066"
"CP19350","Primary","F","SI migrant","migrant",TRUE,172.591216,-43.832075,"266387","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",2,1,"CP19350_2024-09-30_primary feather|CP19350_2024-09-30_primary feather_rpt","CP19350_2024-09-30_primary feather",-20.4117485454833,15.2903010272083,3.36542626136903,0.223,0.0424264068711929,"live_measurement_0114|live_measurement_0115","live_pheno_056|live_pheno_066"
"CP19360","Breast","F","SI migrant","migrant",TRUE,173.030661,-41.11765,"266403","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",1,1,"CP19360_2024-10-04_breast feather","CP19360_2024-10-04_breast feather",-15.6494167356104,9.64897104177514,3.4836008419276,0.234,,"live_measurement_0116","live_pheno_057|live_pheno_067"
"CP19360","Primary","F","SI migrant","migrant",TRUE,173.030661,-41.11765,"266403","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",1,1,"CP19360_2024-10-04_primary feather","CP19360_2024-10-04_primary feather",-12.5071712878275,8.99088025870186,3.39460799643214,0.239,,"live_measurement_0117","live_pheno_057|live_pheno_067"
"CP19361","Breast","M","resident","resident",TRUE,173.033468,-41.123473,"266469","PTT revealed that the bird remained at Motueka Spit the full year",1,1,"CP19361_2024-10-04_breast feather","CP19361_2024-10-04_breast feather",-13.9185362373694,13.103579897515,3.54154995621103,0.232,,"live_measurement_0118","live_pheno_082|live_pheno_104"
"CP19361","Primary","M","resident","resident",TRUE,173.033468,-41.123473,"266469","PTT revealed that the bird remained at Motueka Spit the full year",1,1,"CP19361_2024-10-04_primary feather","CP19361_2024-10-04_primary feather",-18.6217265975006,12.068069487138,4.692646616758,0.278,,"live_measurement_0119","live_pheno_082|live_pheno_104"
"CP19365","Breast","F","AU migrant","migrant",TRUE,170.143352,-43.73679,"266434","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",1,1,"CP19365_2024-10-10_breast feather","CP19365_2024-10-10_breast feather",-23.3101243339637,11.322927655372,3.35339637335356,0.239,,"live_measurement_0157","live_pheno_015|live_pheno_032"
"CP19365","Primary","F","AU migrant","migrant",TRUE,170.143352,-43.73679,"266434","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",1,1,"CP19365_2024-10-10_primary feather","CP19365_2024-10-10_primary feather",-22.7946566599693,3.98038410702127,3.5212597998533,0.191,,"live_measurement_0158","live_pheno_015|live_pheno_032"
"CP19366","Breast","F","AU migrant","migrant",TRUE,170.144062,-43.736643,"266429","PTT revealed this bird leaving Tasman Valley to stage at the Waitaki River gorge (Central Otago) for several weeks in early March before migrating to the Aire River Mouth (Victoria) for a week then moving to the mud flats near Robbins Island (Tasmania) where it stayed from early April to early October",1,1,"CP19366_2024-10-10_breast feather","CP19366_2024-10-10_breast feather",-13.6699580427845,10.7163868306164,3.46833144840813,0.281,,"live_measurement_0120","live_pheno_016|live_pheno_033"
"CP19366","Primary","F","AU migrant","migrant",TRUE,170.144062,-43.736643,"266429","PTT revealed this bird leaving Tasman Valley to stage at the Waitaki River gorge (Central Otago) for several weeks in early March before migrating to the Aire River Mouth (Victoria) for a week then moving to the mud flats near Robbins Island (Tasmania) where it stayed from early April to early October",1,1,"CP19366_2024-10-10_primary feather","CP19366_2024-10-10_primary feather",-24.0318183429855,2.68630472223335,3.52449688381776,0.22,,"live_measurement_0121","live_pheno_016|live_pheno_033"
"CP19368","Breast","M","AU migrant","migrant",TRUE,173.0307,-41.11812,"266379","PTT revealed this bird leaving Tasman Valley in mid-March, but bailing and returning to the South Island and staging at the intersection of the Maraura and Waikaia Rivers for 2 weeks. Then it tried again to migrate but bailed and returned to the same staging spot for 2 weeks. 3rd attempt succefully landed at the beaches near Piccaninny Creek Mouth (Tasmania)",1,1,"CP19368_2024-10-11_breast feather","CP19368_2024-10-11_breast feather",-23.9349596678529,11.5187906958187,3.40778470950065,0.2,,"live_measurement_0122","live_pheno_017|live_pheno_034"
"CP19368","Primary","M","AU migrant","migrant",TRUE,173.0307,-41.11812,"266379","PTT revealed this bird leaving Tasman Valley in mid-March, but bailing and returning to the South Island and staging at the intersection of the Maraura and Waikaia Rivers for 2 weeks. Then it tried again to migrate but bailed and returned to the same staging spot for 2 weeks. 3rd attempt succefully landed at the beaches near Piccaninny Creek Mouth (Tasmania)",1,1,"CP19368_2024-10-11_primary feather","CP19368_2024-10-11_primary feather",-23.7243402461414,3.42735373623361,3.42519858227264,0.211,,"live_measurement_0123","live_pheno_017|live_pheno_034"
"CP19371","Breast","F","resident","resident",TRUE,173.031797,-41.120263,"266432","PTT revealed that the bird remained at Motueka Spit the full year",1,1,"CP19371_2024-10-05_breast feather","CP19371_2024-10-05_breast feather",-12.4035084505378,13.4932655104738,3.45467873997142,0.232,,"live_measurement_0124","live_pheno_083|live_pheno_105"
"CP19371","Primary","F","resident","resident",TRUE,173.031797,-41.120263,"266432","PTT revealed that the bird remained at Motueka Spit the full year",1,1,"CP19371_2024-10-05_primary feather","CP19371_2024-10-05_primary feather",-18.2752292873183,11.6060664076581,3.63917272270048,0.197,,"live_measurement_0125","live_pheno_083|live_pheno_105"
"CP19902","Breast","F","unknown","unknown",FALSE,170.478219,-43.873307,,,1,1,"CP19902_2024-10-12_breast feather","CP19902_2024-10-12_breast feather",-23.4242862804907,11.0973109224187,3.36875584279596,0.221,,"live_measurement_0126","live_pheno_124|live_pheno_142"
"CP19902","Primary","F","unknown","unknown",FALSE,170.478219,-43.873307,,,1,1,"CP19902_2024-10-12_primary feather","CP19902_2024-10-12_primary feather",-23.4450502304692,8.5605863740137,3.44686976394718,0.226,,"live_measurement_0127","live_pheno_124|live_pheno_142"
"CP19903","Breast","M","unknown","unknown",FALSE,170.478219,-43.873307,,,1,1,"CP19903_2024-10-12_breast feather","CP19903_2024-10-12_breast feather",-23.8984685646501,12.1603423236515,3.40523538885374,0.203,,"live_measurement_0128","live_pheno_125|live_pheno_143"
"CP19903","Primary","M","unknown","unknown",FALSE,170.478219,-43.873307,,,1,1,"CP19903_2024-10-12_primary feather","CP19903_2024-10-12_primary feather",-23.7576795756581,8.92107059693603,3.44769030846225,0.208,,"live_measurement_0129","live_pheno_125|live_pheno_143"
"CP19907","Breast","F","resident","resident",TRUE,167.746751,-45.414278,,"Resighting at Upukeroa River on Feb 18 (potential resident)",1,1,"CP19907_2024-10-14_breast feather","CP19907_2024-10-14_breast feather",-22.1134454329775,11.3039454995212,3.41590074228331,0.221,,"live_measurement_0130","live_pheno_084|live_pheno_106"
"CP19907","Primary","F","resident","resident",TRUE,167.746751,-45.414278,,"Resighting at Upukeroa River on Feb 18 (potential resident)",1,1,"CP19907_2024-10-14_primary feather","CP19907_2024-10-14_primary feather",-24.0742353149746,8.62449152881804,3.48893067345576,0.195,,"live_measurement_0131","live_pheno_084|live_pheno_106"
"CP19908","Breast","F","resident","resident",TRUE,167.745905,-45.414044,,"Resighting at Upukeroa River on Jul 25 (potential resident)",1,1,"CP19908_2024-10-14_breast feather","CP19908_2024-10-14_breast feather",-17.4723366032384,10.1721944967357,3.39529674753353,0.223,,"live_measurement_0132","live_pheno_085|live_pheno_107"
"CP19908","Primary","F","resident","resident",TRUE,167.745905,-45.414044,,"Resighting at Upukeroa River on Jul 25 (potential resident)",1,1,"CP19908_2024-10-14_primary feather","CP19908_2024-10-14_primary feather",-19.9847977461447,8.08425151611874,3.35289229341751,0.278,,"live_measurement_0133","live_pheno_085|live_pheno_107"
"CP19915","Breast","M","SI migrant","migrant",TRUE,168.430146,-46.605879,"266406","PTT revealed that the bird left the breeding grounds at Tiwai Point but went to a from Ruapuke Island off shore for much of the winter",1,1,"CP19915_2024-10-16_breast feather","CP19915_2024-10-16_breast feather",-26.9150664294187,11.5217746568784,4.44121896231716,0.221,,"live_measurement_0134","live_pheno_058|live_pheno_068"
"CP19915","Primary","M","SI migrant","migrant",TRUE,168.430146,-46.605879,"266406","PTT revealed that the bird left the breeding grounds at Tiwai Point but went to a from Ruapuke Island off shore for much of the winter",1,1,"CP19915_2024-10-16_primary feather","CP19915_2024-10-16_primary feather",-23.2582135681362,6.887070132575,3.44447314343589,0.214,,"live_measurement_0135","live_pheno_058|live_pheno_068"
"CP19921","Breast","F","resident","resident",TRUE,168.431945,-46.606263,"266449","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",1,1,"CP19921_2024-10-16_breast feather","CP19921_2024-10-16_breast feather",-23.3146109134045,8.23046560804341,3.45776477141372,0.208,,"live_measurement_0136","live_pheno_086|live_pheno_108"
"CP19921","Primary","F","resident","resident",TRUE,168.431945,-46.606263,"266449","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",1,1,"CP19921_2024-10-16_primary feather","CP19921_2024-10-16_primary feather",-21.715084223013,7.0985497127354,3.33094505048333,0.231,,"live_measurement_0137","live_pheno_086|live_pheno_108"
"CP19922","Breast","M","resident","resident",TRUE,168.431945,-46.606263,"266453","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",1,1,"CP19922_2024-10-17_breast feather","CP19922_2024-10-17_breast feather",-24.0930877817319,5.26440831471433,3.46676692818647,0.211,,"live_measurement_0138","live_pheno_087|live_pheno_109"
"CP19922","Primary","M","resident","resident",TRUE,168.431945,-46.606263,"266453","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",1,1,"CP19922_2024-10-17_primary feather","CP19922_2024-10-17_primary feather",-24.02618742586,5.90297598148739,3.33853743377839,0.228,,"live_measurement_0139","live_pheno_087|live_pheno_109"
"CP19923","Breast","M","resident","resident",TRUE,168.433515,-46.606197,"266417","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",1,1,"CP19923_2024-10-17_breast feather","CP19923_2024-10-17_breast feather",-24.2471613285884,7.4476731567188,3.48445336755024,0.207,,"live_measurement_0140","live_pheno_088|live_pheno_110"
"CP19923","Primary","M","resident","resident",TRUE,168.433515,-46.606197,"266417","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",1,1,"CP19923_2024-10-17_primary feather","CP19923_2024-10-17_primary feather",-22.9138281527006,7.99842071534426,3.45122191232433,0.192,,"live_measurement_0141","live_pheno_088|live_pheno_110"
"CP19931","Breast","M","NI migrant","migrant",TRUE,176.919071981683,-39.5101300254464,,"Resighting at Manukapua Island, North Island on March 29",1,1,"CP19931_2024-12-05_breast feather","CP19931_2024-12-05_breast feather",-13.1476905276339,14.4329986737513,3.43788412551935,0.205,,"live_measurement_0142","live_pheno_041|live_pheno_048"
"CP19931","Primary","M","NI migrant","migrant",TRUE,176.919071981683,-39.5101300254464,,"Resighting at Manukapua Island, North Island on March 29",1,1,"CP19931_2024-12-05_primary feather","CP19931_2024-12-05_primary feather",-22.6179192766812,10.077335282573,3.47401006292833,0.232,,"live_measurement_0143","live_pheno_041|live_pheno_048"
"CP19938","Breast","M","unknown","unknown",FALSE,169.187014997005,-44.8751709982753,,,1,1,"CP19938_2025-01-09_breast feather","CP19938_2025-01-09_breast feather",-16.0873451957295,10.0387460102139,3.35057107766402,0.271,,"live_measurement_0144","live_pheno_126|live_pheno_144"
"CP19939","Breast","F","unknown","unknown",FALSE,169.187014997005,-44.8751709982753,,,1,1,"CP19939_2025-01-09_breast feather","CP19939_2025-01-09_breast feather",-13.6410050695591,8.85149045461899,3.387116196135,0.273,,"live_measurement_0145","live_pheno_127|live_pheno_145"
"CP19939","Primary","F","unknown","unknown",FALSE,169.187014997005,-44.8751709982753,,,1,1,"CP19939_2025-01-09_primary feather","CP19939_2025-01-09_primary feather",-22.6679074733096,6.38140440472391,3.40762020154043,0.25,,"live_measurement_0146","live_pheno_127|live_pheno_145"
"CP19940","Breast","F","unknown","unknown",FALSE,169.180542994291,-44.8818409815431,,,1,1,"CP19940_2025-01-09_breast feather","CP19940_2025-01-09_breast feather",-23.8758826530357,11.0042313733976,3.31966718299926,0.263,,"live_measurement_0147","live_pheno_128|live_pheno_146"
"CP19940","Primary","F","unknown","unknown",FALSE,169.180542994291,-44.8818409815431,,,1,1,"CP19940_2025-01-09_primary feather","CP19940_2025-01-09_primary feather",-22.561504843906,6.74584200568185,3.2854948848685,0.292,,"live_measurement_0148","live_pheno_128|live_pheno_146"
"CP19941","Breast","M","unknown","unknown",FALSE,169.180542994291,-44.8818409815431,,,1,1,"CP19941_2025-01-09_breast feather","CP19941_2025-01-09_breast feather",-22.2553551589647,11.5910886370008,3.38425053020226,0.275,,"live_measurement_0149","live_pheno_129|live_pheno_147"
"CP19941","Primary","M","unknown","unknown",FALSE,169.180542994291,-44.8818409815431,,,1,1,"CP19941_2025-01-09_primary feather","CP19941_2025-01-09_primary feather",-22.8625690922693,7.21022801655891,3.46568767631065,0.215,,"live_measurement_0150","live_pheno_129|live_pheno_147"
"CP19983","Breast","F","resident","resident",TRUE,167.744617,-45.414383,,"Resighting at Upukeroa River on Feb 26 (potential resident)",1,1,"CP19983_2024-10-14_breast feather","CP19983_2024-10-14_breast feather",-19.0124766576055,12.5227059718829,3.40002722133965,0.355,,"live_measurement_0151","live_pheno_089|live_pheno_111"
"CP19983","Primary","F","resident","resident",TRUE,167.744617,-45.414383,,"Resighting at Upukeroa River on Feb 26 (potential resident)",1,1,"CP19983_2024-10-14_pimary feather","CP19983_2024-10-14_pimary feather",-24.6408048694008,8.73732406776946,3.46013659586787,0.209,,"live_measurement_0152","live_pheno_089|live_pheno_111"
"CP19984","Breast","M","unknown","unknown",FALSE,167.745905,-45.414044,,,1,1,"CP19984_2024-10-14_breast feather","CP19984_2024-10-14_breast feather",-24.660872320748,7.64021506366729,3.4439054307907,0.213,,"live_measurement_0153","live_pheno_130|live_pheno_148"
"CP19984","Primary","M","unknown","unknown",FALSE,167.745905,-45.414044,,,1,1,"CP19984_2024-10-14_primary feather","CP19984_2024-10-14_primary feather",-23.70763148564,8.11924139864621,3.54321626881052,0.21,,"live_measurement_0154","live_pheno_130|live_pheno_148"
"CP9059","Breast","M","resident","resident",TRUE,173.662786,-42.413422,,"Ailsa observation April 26",1,1,"CP9059_2024-10-08_breast feather","CP9059_2024-10-08_breast feather",-18.0455411184568,12.5936658463559,3.43989854944903,0.236,,"live_measurement_0155","live_pheno_090|live_pheno_112"
"CP9059","Primary","M","resident","resident",TRUE,173.662786,-42.413422,,"Ailsa observation April 26",1,1,"CP9059_2024-10-08_primary feather","CP9059_2024-10-08_primary feather",-14.5257161476591,14.8629857208597,3.46208283526748,0.269,,"live_measurement_0156","live_pheno_090|live_pheno_112"
