"ring","feather_type","sex","status","status_bin","status_known","sampling_location_general","sampling_location_specific","sampling_site_label","longitude_capture","latitude_capture","tag_id_adjusted","migratory_status_comment","n_assays","n_unique_samples","n_retained_assay_rows","n_model_contributing_rows","sample_ids_raw","sample_ids_base","normalised_d13c","normalised_d15n","normalised_d2h","cn_mass_ratio","amount_mg_mean","amount_mg_sd","source_measurement_ids","source_measurement_ids_model","source_phenotype_row_ids","adjudication_methods","has_pending_manual_qc","pending_manual_qc_reasons"
"CP16642","Primary","F","AU migrant","migrant",TRUE,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete",172.67954,-43.826875,"266383","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",2,2,2,2,"CP16642_2024-10-01_primary|CP16642_2024-10-01_primary feather","CP16642_2024-10-01_primary|CP16642_2024-10-01_primary feather",-18.9598469733855,12.6634755081217,-48.5840547669316,3.383932400064,0.2035,0.00353553390593272,"live_measurement_0083|live_measurement_0084|live_measurement_0353","live_measurement_0083|live_measurement_0084|live_measurement_0353","live_pheno_006|live_pheno_023","single_raw",FALSE,
"CP16643","Breast","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete",172.67954,-43.826875,"266405","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",2,2,3,3,"CP16643_2024-10-01_breast feather|CP16643_2024-10-01_breast|CP16643_2024-10-01_breast_rpt","CP16643_2024-10-01_breast|CP16643_2024-10-01_breast feather",-24.2527181048461,8.30492445178543,-15.8921260286888,3.27651523764306,0.184,0.0480832611206852,"live_measurement_0085|live_measurement_0086|live_measurement_0354|live_measurement_0355","live_measurement_0085|live_measurement_0086|live_measurement_0354|live_measurement_0355","live_pheno_007|live_pheno_024","mean_of_valid_repeats|single_raw",FALSE,
"CP16643","Primary","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete",172.67954,-43.826875,"266405","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",2,2,2,2,"CP16643_2024-10-01_primary|CP16643_2024-10-01_primary feather","CP16643_2024-10-01_primary|CP16643_2024-10-01_primary feather",-22.4837130750336,12.6978744718904,-20.9039469363686,3.42393335210542,0.2185,0.0502045814642449,"live_measurement_0087|live_measurement_0088|live_measurement_0356","live_measurement_0087|live_measurement_0088|live_measurement_0356","live_pheno_007|live_pheno_024","single_raw",FALSE,
"CP16652","Breast","F","resident","resident",TRUE,"South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit",173.031797,-41.120263,"266404","PTT revealed that the bird remained at Motueka Spit the full year",2,2,2,2,"CP16652_2024-10-04_breast|CP16652_2024-10-04_breast feather","CP16652_2024-10-04_breast|CP16652_2024-10-04_breast feather",-14.09959371293,13.3877449728695,-20.2381498006621,3.37762816330112,0.1885,0.0431335136523794,"live_measurement_0089|live_measurement_0090|live_measurement_0357","live_measurement_0089|live_measurement_0090|live_measurement_0357","live_pheno_077|live_pheno_099","single_raw",FALSE,
"CP16652","Primary","F","resident","resident",TRUE,"South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit",173.031797,-41.120263,"266404","PTT revealed that the bird remained at Motueka Spit the full year",2,2,2,2,"CP16652_2024-10-04_primary|CP16652_2024-10-04_primary feather","CP16652_2024-10-04_primary|CP16652_2024-10-04_primary feather",-16.4512425860024,12.6914873922758,-19.3505563426234,3.33909554839029,0.233,0.0212132034355964,"live_measurement_0091|live_measurement_0092|live_measurement_0358","live_measurement_0091|live_measurement_0092|live_measurement_0358","live_pheno_077|live_pheno_099","single_raw",FALSE,
"CP16655","Breast","F","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.144062,-43.736643,"266382","PTT revealed this bird migrating to Cape Barren Island, Tasmania (arrival: March 20)",2,2,2,2,"CP16655_2024-10-10_breast|CP16655_2024-10-10_breast feather","CP16655_2024-10-10_breast|CP16655_2024-10-10_breast feather",-24.7559366505141,7.8216830215885,4.85116659614611,3.49065133595308,0.275,0.0905096679918781,"live_measurement_0093|live_measurement_0094|live_measurement_0359","live_measurement_0093|live_measurement_0094|live_measurement_0359","live_pheno_008|live_pheno_025","single_raw",FALSE,
"CP16655","Primary","F","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.144062,-43.736643,"266382","PTT revealed this bird migrating to Cape Barren Island, Tasmania (arrival: March 20)",2,2,2,2,"CP16655_2024-10-10_primary|CP16655_2024-10-10_primary feather","CP16655_2024-10-10_primary|CP16655_2024-10-10_primary feather",-22.3998596098855,4.15782584920362,-21.2491403372569,3.40269035384714,0.213,0.0537401153701776,"live_measurement_0095|live_measurement_0096|live_measurement_0360","live_measurement_0095|live_measurement_0096|live_measurement_0360","live_pheno_008|live_pheno_025","single_raw",FALSE,
"CP16656","Breast","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.146122,-43.727942,"266418","PTT revealed this bird migrating to Lake Gellie and Lake Corongamite, inland Victoria (arrival: April 27, departure: June 22)",2,2,2,2,"CP16656_2024-10-11_breast|CP16656_2024-10-11_breast feather","CP16656_2024-10-11_breast|CP16656_2024-10-11_breast feather",-21.9086897983393,12.5950059846792,14.2174683824138,3.46010613576185,0.244,0.0141421356237309,"live_measurement_0097|live_measurement_0098|live_measurement_0361","live_measurement_0097|live_measurement_0098|live_measurement_0361","live_pheno_009|live_pheno_026","single_raw",FALSE,
"CP16656","Primary","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.146122,-43.727942,"266418","PTT revealed this bird migrating to Lake Gellie and Lake Corongamite, inland Victoria (arrival: April 27, departure: June 22)",2,2,2,2,"CP16656_2024-10-11_primary|CP16656_2024-10-11_primary feather","CP16656_2024-10-11_primary|CP16656_2024-10-11_primary feather",-23.5834103533861,3.88752192894621,-17.702594540272,3.38601652186944,0.2055,0.00212132034355964,"live_measurement_0099|live_measurement_0100|live_measurement_0362","live_measurement_0099|live_measurement_0100|live_measurement_0362","live_pheno_009|live_pheno_026","single_raw",FALSE,
"CP16667","Breast","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Pisa Range, Otago","Pisa Range",169.161329995841,-44.8660619650036,"266470_B","PTT revealed this bird migrating to Corner Inlet, Victoria (arrival: May 21, departure: Sep 14)",2,2,2,2,"CP16667_2024-12-09_breast|CP16667_2024-12-09_breast feather","CP16667_2024-12-09_breast|CP16667_2024-12-09_breast feather",-16.9847442701969,9.53620500785815,-7.09243244003951,3.4562707982674,0.2575,0.0544472221513641,"live_measurement_0101|live_measurement_0102|live_measurement_0363","live_measurement_0101|live_measurement_0102|live_measurement_0363","live_pheno_010|live_pheno_027","single_raw",FALSE,
"CP16667","Primary","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Pisa Range, Otago","Pisa Range",169.161329995841,-44.8660619650036,"266470_B","PTT revealed this bird migrating to Corner Inlet, Victoria (arrival: May 21, departure: Sep 14)",2,2,2,2,"CP16667_2024-12-09_primary|CP16667_2024-12-09_primary feather","CP16667_2024-12-09_primary|CP16667_2024-12-09_primary feather",-22.8979289872113,6.43119266062136,-48.4333430876636,3.4301838239043,0.2165,0.0289913780286484,"live_measurement_0103|live_measurement_0104|live_measurement_0364","live_measurement_0103|live_measurement_0104|live_measurement_0364","live_pheno_010|live_pheno_027","single_raw",FALSE,
"CP16670","Breast","M","unknown","unknown",FALSE,"South Island, New Zealand","Old Man Range, Otago","Old Man Range",169.215938011184,-45.3418160229921,,,2,2,2,2,"CP16670_2024-12-11_breast|CP16670_2024-12-11_breast feather","CP16670_2024-12-11_breast|CP16670_2024-12-11_breast feather",-26.0702167048647,7.14041835479308,-30.4746156629438,3.52153047896136,0.214,0.0311126983722081,"live_measurement_0105|live_measurement_0106|live_measurement_0365","live_measurement_0105|live_measurement_0106|live_measurement_0365","live_pheno_113|live_pheno_131","single_raw",FALSE,
"CP16670","Primary","M","unknown","unknown",FALSE,"South Island, New Zealand","Old Man Range, Otago","Old Man Range",169.215938011184,-45.3418160229921,,,2,2,2,2,"CP16670_2024-12-11_primary|CP16670_2024-12-11_primary feather","CP16670_2024-12-11_primary|CP16670_2024-12-11_primary feather",-22.9845231060158,4.95893178996275,-38.867214102134,3.49154478443063,0.1995,0.00353553390593274,"live_measurement_0107|live_measurement_0108|live_measurement_0366","live_measurement_0107|live_measurement_0108|live_measurement_0366","live_pheno_113|live_pheno_131","single_raw",FALSE,
"CP16671","Breast","F","unknown","unknown",FALSE,"South Island, New Zealand","Old Man Range, Otago","Old Man Range",169.213724015281,-45.3410719614476,,,2,2,2,2,"CP16671_2024-12-11_breast|CP16671_2024-12-11_breast feather","CP16671_2024-12-11_breast|CP16671_2024-12-11_breast feather",-21.4948794468739,10.3509292265791,-8.46640863138946,3.35313657163971,0.257,0.0678822509939086,"live_measurement_0109|live_measurement_0110|live_measurement_0367","live_measurement_0109|live_measurement_0110|live_measurement_0367","live_pheno_114|live_pheno_132","single_raw",FALSE,
"CP16671","Primary","F","unknown","unknown",FALSE,"South Island, New Zealand","Old Man Range, Otago","Old Man Range",169.213724015281,-45.3410719614476,,,2,2,2,2,"CP16671_2024-12-11_primary|CP16671_2024-12-11_primary feather","CP16671_2024-12-11_primary|CP16671_2024-12-11_primary feather",-22.6088299255407,5.71680698522049,-29.1666062816762,3.49429796929782,0.186,0.0282842712474619,"live_measurement_0111|live_measurement_0112|live_measurement_0368","live_measurement_0111|live_measurement_0112|live_measurement_0368","live_pheno_114|live_pheno_132","single_raw",FALSE,
"CP16677","Breast","M","unknown","unknown",FALSE,"South Island, New Zealand","Old Man Range, Otago","Old Man Range",169.20916903764,-45.3364670276642,,,2,2,2,2,"CP16677_2024-12-13_breast|CP16677_2024-12-13_breast feather","CP16677_2024-12-13_breast|CP16677_2024-12-13_breast feather",-13.4558267549856,10.491282119553,23.6307404741301,3.38717153015162,0.2025,0.0247487373415292,"live_measurement_0113|live_measurement_0114|live_measurement_0369","live_measurement_0113|live_measurement_0114|live_measurement_0369","live_pheno_115|live_pheno_133","single_raw",FALSE,
"CP16677","Primary","M","unknown","unknown",FALSE,"South Island, New Zealand","Old Man Range, Otago","Old Man Range",169.20916903764,-45.3364670276642,,,2,2,2,2,"CP16677_2024-12-13_primary|CP16677_2024-12-13_primary feather","CP16677_2024-12-13_primary|CP16677_2024-12-13_primary feather",-23.0656359175076,4.82354697155025,-34.6004419009405,3.45358752771625,0.195,0.0169705627484771,"live_measurement_0115|live_measurement_0116|live_measurement_0370","live_measurement_0115|live_measurement_0116|live_measurement_0370","live_pheno_115|live_pheno_133","single_raw",FALSE,
"CP16678","Breast","F","unknown","unknown",FALSE,"South Island, New Zealand","Old Man Range, Otago","Old Man Range",169.20916903764,-45.3364670276642,,,2,2,2,2,"CP16678_2024-12-13_breast|CP16678_2024-12-13_breast feather","CP16678_2024-12-13_breast|CP16678_2024-12-13_breast feather",-23.2303119996661,11.122604278131,-23.9824325756073,3.30016413403725,0.21,0.073539105243401,"live_measurement_0117|live_measurement_0118|live_measurement_0371","live_measurement_0117|live_measurement_0118|live_measurement_0371","live_pheno_116|live_pheno_134","single_raw",FALSE,
"CP16678","Primary","F","unknown","unknown",FALSE,"South Island, New Zealand","Old Man Range, Otago","Old Man Range",169.20916903764,-45.3364670276642,,,2,2,2,2,"CP16678_2024-12-13_primary|CP16678_2024-12-13_primary feather","CP16678_2024-12-13_primary|CP16678_2024-12-13_primary feather",-23.3576076214573,4.31363292039113,-48.5634253268174,3.42958328490398,0.213,0.0608111831820431,"live_measurement_0119|live_measurement_0120|live_measurement_0372","live_measurement_0119|live_measurement_0120|live_measurement_0372","live_pheno_116|live_pheno_134","single_raw",FALSE,
"CP16681","Breast","M","unknown","unknown",FALSE,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert",175.731553025544,-39.2938620038331,,,2,2,2,2,"CP16681_2024-12-16_breast|CP16681_2024-12-16_breast feather","CP16681_2024-12-16_breast|CP16681_2024-12-16_breast feather",-11.5864767757948,12.329991989426,13.4233469567034,3.31800617986908,0.165,0.0410121933088197,"live_measurement_0121|live_measurement_0122|live_measurement_0373","live_measurement_0121|live_measurement_0122|live_measurement_0373","live_pheno_117|live_pheno_135","single_raw",FALSE,
"CP16681","Primary","M","unknown","unknown",FALSE,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert",175.731553025544,-39.2938620038331,,,2,2,2,2,"CP16681_2024-12-16_primary|CP16681_2024-12-16_primary feather","CP16681_2024-12-16_primary|CP16681_2024-12-16_primary feather",-24.8246117480203,2.12613609965154,-42.1399924936475,3.47189636684835,0.199,0.00707106781186546,"live_measurement_0123|live_measurement_0124|live_measurement_0374","live_measurement_0123|live_measurement_0124|live_measurement_0374","live_pheno_117|live_pheno_135","single_raw",FALSE,
"CP16685","Breast","F","unknown","unknown",FALSE,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert",175.731553025544,-39.2938620038331,,,2,2,2,2,"CP16685_2024-12-18_breast|CP16685_2024-12-18_breast feather","CP16685_2024-12-18_breast|CP16685_2024-12-18_breast feather",-12.729150059312,15.3213517395468,-17.1470393730512,3.39791612671006,0.219,0.0551543289325507,"live_measurement_0125|live_measurement_0126|live_measurement_0375","live_measurement_0125|live_measurement_0126|live_measurement_0375","live_pheno_118|live_pheno_136","single_raw",FALSE,
"CP16685","Primary","F","unknown","unknown",FALSE,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert",175.731553025544,-39.2938620038331,,,2,2,2,2,"CP16685_2024-12-18_primary|CP16685_2024-12-18_primary feather","CP16685_2024-12-18_primary|CP16685_2024-12-18_primary feather",-23.9469843990072,5.32339087595626,-13.9699559969055,3.33187844659801,0.29,0.103237590053236,"live_measurement_0127|live_measurement_0128|live_measurement_0376","live_measurement_0127|live_measurement_0128|live_measurement_0376","live_pheno_118|live_pheno_136","single_raw",FALSE,
"CP16686","Breast","F","unknown","unknown",FALSE,"South Island, New Zealand","Old Man Range, Otago","Old Man Range",169.211730966344,-45.3636030200869,,,2,2,2,2,"CP16686_2025-01-07_breast|CP16686_2025-01-07_breast feather","CP16686_2025-01-07_breast|CP16686_2025-01-07_breast feather",-22.8282194800399,11.6102601762633,6.92875757183257,3.40128142221385,0.261,0.0579827560572969,"live_measurement_0129|live_measurement_0130|live_measurement_0377","live_measurement_0129|live_measurement_0130|live_measurement_0377","live_pheno_119|live_pheno_137","single_raw",FALSE,
"CP16686","Primary","F","unknown","unknown",FALSE,"South Island, New Zealand","Old Man Range, Otago","Old Man Range",169.211730966344,-45.3636030200869,,,2,2,2,2,"CP16686_2025-01-07_primary|CP16686_2025-01-07_primary feather","CP16686_2025-01-07_primary|CP16686_2025-01-07_primary feather",-22.9320068549817,5.19957463852285,-32.138571119093,3.44574580315402,0.1665,0.0487903679018718,"live_measurement_0131|live_measurement_0132|live_measurement_0378","live_measurement_0131|live_measurement_0132|live_measurement_0378","live_pheno_119|live_pheno_137","single_raw",FALSE,
"CP16693","Breast","F","SI migrant","migrant",TRUE,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete",172.608074,-43.830353,"266394","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",2,2,3,2,"CP16693_2024-09-30_breast|CP16693_2024-09-30_breast feather|CP16693_2024-09-30_breast feather_rpt","CP16693_2024-09-30_breast|CP16693_2024-09-30_breast feather",-23.9903077104457,10.3932300598609,-26.71935198726,3.36312580566798,0.16275,0.0562149891043305,"live_measurement_0133|live_measurement_0135|live_measurement_0134|live_measurement_0136|live_measurement_0379","live_measurement_0135|live_measurement_0136|live_measurement_0379","live_pheno_052|live_pheno_062","explicit_use_selected_row|single_raw",FALSE,
"CP16693","Primary","F","SI migrant","migrant",TRUE,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete",172.608074,-43.830353,"266394","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",2,2,2,2,"CP16693_2024-09-30_primary|CP16693_2024-09-30_primary feather","CP16693_2024-09-30_primary|CP16693_2024-09-30_primary feather",-23.5712912185321,9.98347458645412,-14.9088613419557,3.50217645091409,0.2435,0.0233345237791561,"live_measurement_0137|live_measurement_0138|live_measurement_0380","live_measurement_0137|live_measurement_0138|live_measurement_0380","live_pheno_052|live_pheno_062","single_raw",FALSE,
"CP16784","Breast","F","resident","resident",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.433454,-46.606459,"266454","PTT revealed that the bird moved to Waipapa Point for two weeks (Nov 13 to Dec 1) before returning to Tiwai Point / Awarua Bay for the remainder of the year",2,2,2,2,"CP16784_2024-10-16_breast|CP16784_2024-10-16_breast feather","CP16784_2024-10-16_breast|CP16784_2024-10-16_breast feather",-17.7753149745893,12.4697845155605,5.41951563916892,3.35108450728275,0.2145,0.0586898628384835,"live_measurement_0139|live_measurement_0140|live_measurement_0381","live_measurement_0139|live_measurement_0140|live_measurement_0381","live_pheno_078|live_pheno_100","single_raw",FALSE,
"CP16784","Primary","F","resident","resident",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.433454,-46.606459,"266454","PTT revealed that the bird moved to Waipapa Point for two weeks (Nov 13 to Dec 1) before returning to Tiwai Point / Awarua Bay for the remainder of the year",2,2,2,2,"CP16784_2024-10-16_primary|CP16784_2024-10-16_primary feather","CP16784_2024-10-16_primary|CP16784_2024-10-16_primary feather",-20.600078291815,10.0258155122885,-14.6065660589455,3.57774690055043,0.225,0.0113137084989848,"live_measurement_0141|live_measurement_0142|live_measurement_0382","live_measurement_0141|live_measurement_0142|live_measurement_0382","live_pheno_078|live_pheno_100","single_raw",FALSE,
"CP16815","Breast","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.143369,-43.736814,"266412","PTT revealed this bird migrating to the mouth of the Manning River, New South Wales (arrival: May 29) - after breeding season it staged at the Clutha River Mouth April 23 to May 20.",2,2,2,2,"CP16815_2024-10-10_breast|CP16815_2024-10-10_breast feather","CP16815_2024-10-10_breast|CP16815_2024-10-10_breast feather",-11.5019399887621,10.336486782594,1.61521541282142,3.45153596485853,0.2265,0.00494974746830584,"live_measurement_0143|live_measurement_0144|live_measurement_0383","live_measurement_0143|live_measurement_0144|live_measurement_0383","live_pheno_011|live_pheno_028","single_raw",FALSE,
"CP16815","Primary","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.143369,-43.736814,"266412","PTT revealed this bird migrating to the mouth of the Manning River, New South Wales (arrival: May 29) - after breeding season it staged at the Clutha River Mouth April 23 to May 20.",2,2,2,2,"CP16815_2024-10-10_primary|CP16815_2024-10-10_primary feather","CP16815_2024-10-10_primary|CP16815_2024-10-10_primary feather",-22.1190010157748,3.38283743018004,-29.146229421724,3.49483567242185,0.2315,0.00777817459305201,"live_measurement_0145|live_measurement_0146|live_measurement_0384","live_measurement_0145|live_measurement_0146|live_measurement_0384","live_pheno_011|live_pheno_028","single_raw",FALSE,
"CP16906","Breast","F","resident","resident",TRUE,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura",173.681912,-42.392022,,"Ailsa observation",2,2,2,2,"CP16906_2024-10-08_breast|CP16906_2024-10-08_breast feather","CP16906_2024-10-08_breast|CP16906_2024-10-08_breast feather",-16.5028394162731,13.1400023297407,0.256205020893907,3.32597487741899,0.217,0.0820243866176395,"live_measurement_0147|live_measurement_0148|live_measurement_0385","live_measurement_0147|live_measurement_0148|live_measurement_0385","live_pheno_079|live_pheno_101","single_raw",FALSE,
"CP16906","Primary","F","resident","resident",TRUE,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura",173.681912,-42.392022,,"Ailsa observation",2,2,2,2,"CP16906_2024-10-08_primary|CP16906_2024-10-08_primary feather","CP16906_2024-10-08_primary|CP16906_2024-10-08_primary feather",-13.6498010358103,15.2595855384279,-13.6066491723206,3.46009977035282,0.21,0.00707106781186548,"live_measurement_0149|live_measurement_0150|live_measurement_0386","live_measurement_0149|live_measurement_0150|live_measurement_0386","live_pheno_079|live_pheno_101","single_raw",FALSE,
"CP16938","Breast","M","NI migrant","migrant",TRUE,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert",175.727142,-39.291327,,"Resighting at Omaha Spit, North Island on March 15",2,2,2,2,"CP16938_2024-11-04_breast|CP16938_2024-11-04_breast feather","CP16938_2024-11-04_breast|CP16938_2024-11-04_breast feather",-11.7732858837485,13.0505573731248,5.92872165565658,3.47017582461009,0.215,0.0395979797464467,"live_measurement_0151|live_measurement_0152|live_measurement_0387","live_measurement_0151|live_measurement_0152|live_measurement_0387","live_pheno_036|live_pheno_043","single_raw",FALSE,
"CP16938","Primary","M","NI migrant","migrant",TRUE,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert",175.727142,-39.291327,,"Resighting at Omaha Spit, North Island on March 15",2,2,2,2,"CP16938_2024-11-04_primary|CP16938_2024-11-04_primary feather","CP16938_2024-11-04_primary|CP16938_2024-11-04_primary feather",-24.5751595556081,4.03031000921216,-15.7371655440715,3.37871813694405,0.217,0.0494974746830583,"live_measurement_0153|live_measurement_0154|live_measurement_0388","live_measurement_0153|live_measurement_0154|live_measurement_0388","live_pheno_036|live_pheno_043","single_raw",FALSE,
"CP16945","Breast","M","NI migrant","migrant",TRUE,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert",175.702629005536,-39.379794029519,,"Resighting at Omaha Spit, North Island on Jan 12",2,2,2,2,"CP16945_2024-11-13_breast|CP16945_2024-11-13_breast feather","CP16945_2024-11-13_breast|CP16945_2024-11-13_breast feather",-11.7238269708072,13.2076893499419,6.53339665206986,3.49665768443661,0.2245,0.0530330085889911,"live_measurement_0155|live_measurement_0156|live_measurement_0389","live_measurement_0155|live_measurement_0156|live_measurement_0389","live_pheno_037|live_pheno_044","single_raw",FALSE,
"CP16945","Primary","M","NI migrant","migrant",TRUE,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert",175.702629005536,-39.379794029519,,"Resighting at Omaha Spit, North Island on Jan 12",2,2,2,2,"CP16945_2024-11-13_primary|CP16945_2024-11-13_primary feather","CP16945_2024-11-13_primary|CP16945_2024-11-13_primary feather",-24.6080177935943,4.96402290137249,-16.5460744738314,3.45453233485409,0.2125,0.00353553390593274,"live_measurement_0157|live_measurement_0158|live_measurement_0390","live_measurement_0157|live_measurement_0158|live_measurement_0390","live_pheno_037|live_pheno_044","single_raw",FALSE,
"CP16953","Breast","M","NI migrant","migrant",TRUE,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert",175.700161037967,-39.3611319735646,,"Resighting at Karaka, North Island on July 20",2,2,2,2,"CP16953_2024-11-14_breast|CP16953_2024-11-14_breast feather","CP16953_2024-11-14_breast|CP16953_2024-11-14_breast feather",-11.1905850372296,18.6186586293908,3.99308970394748,3.33228931606423,0.264,0.0721248916810279,"live_measurement_0159|live_measurement_0160|live_measurement_0391","live_measurement_0159|live_measurement_0160|live_measurement_0391","live_pheno_038|live_pheno_045","single_raw",FALSE,
