rung,candidate_id,candidate_label,model_type,candidate_group,caution_level,uses_primary_site_reference,uses_winter_reference,uses_r1_upstream,uses_breast_h,uses_primary_h,fit_status,validation_layer,split_id,n_assessment,n_sites_assessment,assessment_sites,fold_design_note,rung1_all_classes_present,rung2_all_classes_present,n_analysis,primary_reference_rows,primary_reference_sites,museum_reference_rows_core3,log_loss,balanced_accuracy,accuracy,brier,selected_lambda,ece,calibration_intercept,calibration_slope,mean_top_prob,weak_support_rate,predictors_used
Rung 1,r1_x_paired_contrast_cn_plus_primary_site_reference,Rung 1 X: Paired-contrast C/N + primary-site reference distance,ridge_binomial,exploratory_extension,training_fold_primary_site_reference_exploratory,TRUE,FALSE,FALSE,FALSE,FALSE,ok,leave_one_site_out_cv,Site__Napier,3,1,Napier,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,53,68,11,12,0.4425881571087203,1,1,0.12986429992613643,0.12550994191237747,0.35450468347370667,22.966764674678977,1.0597918819849528e-7,0.6454953165262933,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|primary_ref_min_site_dist_cn
Rung 1,r1_x_paired_contrast_cn_plus_primary_site_reference,Rung 1 X: Paired-contrast C/N + primary-site reference distance,ridge_binomial,exploratory_extension,training_fold_primary_site_reference_exploratory,TRUE,FALSE,FALSE,FALSE,FALSE,ok,leave_one_site_out_cv,Site__Pisa.Range,1,1,Pisa Range,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,55,69,11,12,0.5806915458212625,1,1,0.19403029038713435,0.16201734540376103,0.4404886949595124,22.326889603769168,NA,0.5595113050404876,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|primary_ref_min_site_dist_cn
Rung 1,r1_x_paired_contrast_cn_plus_primary_site_reference,Rung 1 X: Paired-contrast C/N + primary-site reference distance,ridge_binomial,exploratory_extension,training_fold_primary_site_reference_exploratory,TRUE,FALSE,FALSE,FALSE,FALSE,ok,leave_one_site_out_cv,Site__Porters.Beach,2,1,Porters Beach,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,54,71,11,12,0.623762913794849,0.5,0.5,0.2156866817540634,0.2848776529825056,0.46191313529929406,23.418725346217744,-6.479878004689486e-8,0.5481968587362231,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|primary_ref_min_site_dist_cn
Rung 1,r1_x_paired_contrast_cn_plus_primary_site_reference,Rung 1 X: Paired-contrast C/N + primary-site reference distance,ridge_binomial,exploratory_extension,training_fold_primary_site_reference_exploratory,TRUE,FALSE,FALSE,FALSE,FALSE,ok,leave_one_site_out_cv,Site__Rangipo.Desert,3,1,Rangipo Desert,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,53,68,11,12,0.061743284958128426,1,1,0.004060151447115042,0.31068468181774417,0.059608659096499816,20.748116737532502,3.066179382251809e-10,0.9403913409035002,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|primary_ref_min_site_dist_cn
Rung 1,r1_x_paired_contrast_cn_plus_primary_site_reference,Rung 1 X: Paired-contrast C/N + primary-site reference distance,ridge_binomial,exploratory_extension,training_fold_primary_site_reference_exploratory,TRUE,FALSE,FALSE,FALSE,FALSE,ok,leave_one_site_out_cv,Site__Tasman.River,13,1,Tasman River,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,43,60,11,12,0.20029777998092801,0.9230769230769231,0.9230769230769231,0.04806030519810676,0.10649764122545415,0.16575374883405194,23.952052744333574,2.718046531998431e-10,0.8428513842361464,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|primary_ref_min_site_dist_cn
Rung 1,r1_x_paired_contrast_cn_plus_primary_site_reference,Rung 1 X: Paired-contrast C/N + primary-site reference distance,ridge_binomial,exploratory_extension,training_fold_primary_site_reference_exploratory,TRUE,FALSE,FALSE,FALSE,FALSE,ok,leave_one_site_out_cv,Site__Te.Anau,4,1,Te Anau,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,52,68,11,12,1.0634578667921728,0,0,0.42199344897526536,0.1953457057892064,0.6438711410339099,-1.7139256290150007,-78.9821591632256,0.64387114103391,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|primary_ref_min_site_dist_cn
Rung 1,r1_x_paired_contrast_cn_plus_primary_site_reference,Rung 1 X: Paired-contrast C/N + primary-site reference distance,ridge_binomial,exploratory_extension,training_fold_primary_site_reference_exploratory,TRUE,FALSE,FALSE,FALSE,FALSE,ok,leave_one_site_out_cv,Site__Tiwai.Point,7,1,Tiwai Point,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,49,66,11,12,0.6942539454245868,0.6,0.42857142857142855,0.25477305169511627,0.13204559024704207,0.47058765701121363,-1.5955949792923478,85.07602361060391,0.6547694203433958,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|primary_ref_min_site_dist_cn
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,blocked_site_cv,Fold1,19,2,Motueka Spit|Tasman River,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,37,54,10,12,1.4371193817819292,0.37777777777777777,0.2631578947368421,0.2835513130480668,1.9883934577824205,0.20535249942384914,NA,NA,0.46851039416069123,0.8421052631578947,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,blocked_site_cv,Fold2,13,2,Kaitorete|Rangipo Desert,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,43,58,10,12,1.0586403408255463,0.2666666666666667,0.3076923076923077,0.2243444160826357,0.3554787796375575,0.2461587914801024,NA,NA,0.55385109917241,0.3076923076923077,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,blocked_site_cv,Fold3,12,4,Cass River|Pisa Range|Tiwai Point|Napier,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,44,52,8,12,1.0396951538302077,0.3666666666666667,0.3333333333333333,0.21521688786710857,0.2832316063209189,0.12833776090850774,NA,NA,0.46167109424184105,0.6666666666666666,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,blocked_site_cv,Fold4,12,3,Te Anau|Kaikoura|Porters Beach,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,44,60,9,12,0.9910800456671143,0.5238095238095238,0.4166666666666667,0.20081688880194631,0.14317474582930764,0.23243728617038584,NA,NA,0.46145906990494256,0.8333333333333334,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,blocked_site_cv,Fold1,19,2,Motueka Spit|Tasman River,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,37,54,10,12,1.4433608979976433,0.3111111111111111,0.21052631578947367,0.2856285161461607,2.8848184515237874,0.2582948633580017,NA,NA,0.4688211791474755,0.7894736842105263,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,blocked_site_cv,Fold2,13,2,Kaitorete|Rangipo Desert,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,43,58,10,12,1.0876312641077763,0.2666666666666667,0.3076923076923077,0.23201278852961188,0.29512472795321504,0.32151473755448823,NA,NA,0.5836166796608624,0.15384615384615385,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,blocked_site_cv,Fold3,12,4,Cass River|Pisa Range|Tiwai Point|Napier,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,44,52,8,12,1.0350973725899668,0.43333333333333335,0.4166666666666667,0.21217182677975693,0.2832316063209189,0.17493919960312682,NA,NA,0.45043364600104335,0.8333333333333334,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,blocked_site_cv,Fold4,12,3,Te Anau|Kaikoura|Porters Beach,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,44,60,9,12,1.072224629546301,0.47619047619047616,0.3333333333333333,0.22117955349210006,0.33075223264214104,0.12629051757666215,NA,NA,0.44562805177264375,0.8333333333333334,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,blocked_site_cv,Fold1,19,2,Motueka Spit|Tasman River,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,37,54,10,12,1.2421705464147337,0.4444444444444444,0.3157894736842105,0.2506008251914452,NA,0.19292012129532524,NA,NA,0.5087095949795357,0.47368421052631576,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,blocked_site_cv,Fold2,13,2,Kaitorete|Rangipo Desert,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,43,58,10,12,0.9329110066434302,0.33333333333333337,0.38461538461538464,0.19040223910448636,NA,0.19951866889616499,NA,NA,0.5221428865173191,0.38461538461538464,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,blocked_site_cv,Fold3,12,4,Cass River|Pisa Range|Tiwai Point|Napier,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,44,52,8,12,0.9127351860540274,0.33333333333333337,0.4166666666666667,0.1798841963297291,NA,0.4215644980456976,NA,NA,0.4865547136112259,0.5833333333333334,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,blocked_site_cv,Fold4,12,3,Te Anau|Kaikoura|Porters Beach,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,44,60,9,12,1.0860321222122438,0.19047619047619047,0.3333333333333333,0.21884868992363965,NA,0.15581627187592828,NA,NA,0.426168779528384,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,blocked_site_cv,Fold1,19,2,Motueka Spit|Tasman River,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,37,54,10,12,1.374444116304064,0.33333333333333337,0.2631578947368421,0.27044799034466643,NA,0.18597263244801077,NA,NA,0.4491305271848529,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,blocked_site_cv,Fold2,13,2,Kaitorete|Rangipo Desert,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,43,58,10,12,0.8814471513191412,0.6444444444444444,0.6923076923076923,0.17588055675620748,NA,0.1791207442353982,NA,NA,0.5646709970115169,0.38461538461538464,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,blocked_site_cv,Fold3,12,4,Cass River|Pisa Range|Tiwai Point|Napier,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,44,52,8,12,0.9062478583948814,0.4666666666666667,0.5833333333333334,0.17969488681630474,NA,0.3258086488969186,NA,NA,0.4821950948210436,0.5,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,blocked_site_cv,Fold4,12,3,Te Anau|Kaikoura|Porters Beach,Recommended grouped site-block design. Every assessment fold retains all three Rung 2 classes.,TRUE,TRUE,44,60,9,12,1.0779825203694344,0.19047619047619047,0.3333333333333333,0.21734903493113572,NA,0.2351148040714472,NA,NA,0.41715119171035614,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Cass.River,1,1,Cass River,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,55,68,11,12,1.7633355299051823,0,0,0.3890791471587863,0.3142440766330208,0.6765133002538709,NA,NA,0.6765133002538709,0,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Kaikoura,6,1,Kaikoura,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,50,67,11,12,1.0298348865247742,0.375,0.5,0.20655075013939445,0.605923567704492,0.13958220060616863,NA,NA,0.395417087688918,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Kaitorete,10,1,Kaitorete,NA,TRUE,TRUE,46,63,11,12,1.069211834785555,0.2666666666666667,0.4,0.21555052252362983,1.1276183970276308,0.13220620922618886,NA,NA,0.4501355781246678,0.9,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Motueka.Spit,6,1,Motueka Spit,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,50,67,11,12,1.0326749264265607,0,0,0.21405099805463113,0.6316819416539329,0.4236810294576655,NA,NA,0.4236810294576655,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Napier,3,1,Napier,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,53,68,11,12,0.9455698255824101,0.3333333333333333,0.3333333333333333,0.19682714406349003,0.24951507915331061,0.12327721472649422,NA,NA,0.4566105480598276,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Pisa.Range,1,1,Pisa Range,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,55,69,11,12,1.0325852661904373,0,0,0.2116716167628616,0.39004419311902383,0.4028135567728167,NA,NA,0.4028135567728167,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Porters.Beach,2,1,Porters Beach,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,54,71,11,12,1.2215054336477098,0,0,0.2582846698118365,0.391259859398917,0.4728847295969985,NA,NA,0.4728847295969985,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Rangipo.Desert,3,1,Rangipo Desert,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,53,68,11,12,1.2004253171197248,0,0,0.2703645465377838,0.6835357521061691,0.5460996709104875,NA,NA,0.5460996709104875,0,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Tasman.River,13,1,Tasman River,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,43,60,11,12,1.8160061664825986,0,0,0.3500575388575642,7.21062713440637,0.4960857912636385,NA,NA,0.4960857912636385,0.5384615384615384,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Te.Anau,4,1,Te Anau,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,52,68,11,12,0.9221339077503206,0.3333333333333333,0.5,0.18649242670602986,0.32565341307000745,0.06798225366276436,NA,NA,0.4320177463372356,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
Rung 2,r2_c_breast_cnh_plus_paired_contrast,Rung 2 C: Breast C/N/H + paired contrasts,ridge_multinomial,co_leading_direct,primary_h_proxy_variance_high_caution,FALSE,FALSE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Tiwai.Point,7,1,Tiwai Point,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,49,66,11,12,0.9707325923207482,0.55,0.5714285714285714,0.19498042334830573,0.6801027482988041,0.20972503395786696,NA,NA,0.39861658141819206,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
