rung,candidate_id,candidate_label,model_type,candidate_group,caution_level,uses_primary_site_reference,uses_winter_reference,uses_r1_upstream,uses_breast_h,uses_primary_h,fit_status,validation_layer,split_id,n_assessment,n_sites_assessment,assessment_sites,fold_design_note,rung1_all_classes_present,rung2_all_classes_present,n_analysis,primary_reference_rows,primary_reference_sites,museum_reference_rows_core3,log_loss,balanced_accuracy,accuracy,brier,selected_lambda,ece,calibration_intercept,calibration_slope,mean_top_prob,weak_support_rate,predictors_used
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Cass.River,1,1,Cass River,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,55,68,11,12,1.5378380056860177,0,0,0.326870344973528,0.6026919392442663,0.5597729887845566,NA,NA,0.5597729887845566,0,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Kaikoura,6,1,Kaikoura,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,50,67,11,12,1.0925074983514236,0.375,0.5,0.21929766154787658,0.6650003675388281,0.08925157363426273,NA,NA,0.4107484263657373,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Kaitorete,10,1,Kaitorete,NA,TRUE,TRUE,46,63,11,12,1.0893634578039713,0.2666666666666667,0.4,0.22117129981428915,0.2793196869858418,0.20501060264675727,NA,NA,0.5652440654106403,0.2,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Motueka.Spit,6,1,Motueka Spit,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,50,67,11,12,1.1467095221780972,0,0,0.24435235553038404,0.4353938597143017,0.4737767107449462,NA,NA,0.47377671074494615,0.8333333333333334,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Napier,3,1,Napier,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,53,68,11,12,0.9125271765053484,0.3333333333333333,0.3333333333333333,0.1892682096867352,0.3005417961881129,0.11793465430524142,NA,NA,0.4512679876385748,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Pisa.Range,1,1,Pisa Range,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,55,69,11,12,0.8895277536628109,1,1,0.18227624190791994,0.22319762764216525,0.589150270773837,NA,NA,0.41084972922616303,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Porters.Beach,2,1,Porters Beach,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,54,71,11,12,1.1907326574339123,0,0,0.2587761787035795,0.1858801316055286,0.5054486095166786,NA,NA,0.5054486095166786,0.5,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Rangipo.Desert,3,1,Rangipo Desert,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,53,68,11,12,1.0556572247472986,0,0,0.24052132577391822,0.4711346798722756,0.5335383774961993,NA,NA,0.5335383774961993,0.3333333333333333,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Tasman.River,13,1,Tasman River,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,43,60,11,12,1.8234273657598805,0,0,0.3518218145028887,18.281568015831358,0.5053124155572449,NA,NA,0.5053124155572448,0.38461538461538464,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Te.Anau,4,1,Te Anau,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,52,68,11,12,0.9616838700410413,0.5,0.75,0.19333523992063636,0.9061499663987894,0.348277190531917,NA,NA,0.401722809468083,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2_x_direct_cnh_plus_paired_contrast_plus_winter_reference,Rung 2 X: Direct C/N/H + paired contrasts + winter reference distances,ridge_multinomial,exploratory_extension,direct_cnh_plus_training_fold_winter_reference,FALSE,TRUE,FALSE,TRUE,TRUE,ok,leave_one_site_out_cv,Site__Tiwai.Point,7,1,Tiwai Point,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,49,66,11,12,0.9704368125603193,0.55,0.5714285714285714,0.1941735996537702,0.5144727880571616,0.3219840843426295,NA,NA,0.3953053051555263,1,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Cass.River,1,1,Cass River,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,55,68,11,12,2.3957724676732624,0,0,0.45561688084215207,NA,0.707142390120864,NA,NA,0.707142390120864,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Kaikoura,6,1,Kaikoura,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,50,67,11,12,1.0304569556502947,0.375,0.5,0.20640251857092576,NA,0.07129800607879475,NA,NA,0.4287019939212053,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Kaitorete,10,1,Kaitorete,NA,TRUE,TRUE,46,63,11,12,0.9619910728596375,0.4444444444444444,0.6,0.18710029742624007,NA,0.19397112192438987,NA,NA,0.6040827009809093,0.3,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Motueka.Spit,6,1,Motueka Spit,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,50,67,11,12,0.7771654835808688,0.5,0.8333333333333334,0.1451227690157363,NA,0.28203032411306994,NA,NA,0.5513030092202634,0.16666666666666666,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Napier,3,1,Napier,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,53,68,11,12,1.0969396208534807,0,0,0.22471585711625675,NA,0.3945427554576744,NA,NA,0.3945427554576744,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Pisa.Range,1,1,Pisa Range,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,55,69,11,12,1.2313368719698257,0,0,0.25420090314246174,NA,0.42650140977934137,NA,NA,0.42650140977934137,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Porters.Beach,2,1,Porters Beach,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,54,71,11,12,1.2181235190283335,0,0,0.2539019032407937,NA,0.44401101887324707,NA,NA,0.44401101887324707,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Rangipo.Desert,3,1,Rangipo Desert,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,53,68,11,12,0.816816725086458,0,0,0.20003497217294836,NA,0.5365590932338602,NA,NA,0.5365590932338602,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Tasman.River,13,1,Tasman River,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,43,60,11,12,1.5068398543611972,0.25,0.07692307692307693,0.3101875504907718,NA,0.4510562564885762,NA,NA,0.5279793334116532,0.3076923076923077,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Te.Anau,4,1,Te Anau,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,52,68,11,12,0.9892919916655258,0.3333333333333333,0.5,0.19668144741618787,NA,0.23306141485079485,NA,NA,0.4391916623924707,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,staged_soft_hierarchical,co_leading_staged,staged_r1c_then_breast_cnh_no_primary_h,FALSE,FALSE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Tiwai.Point,7,1,Tiwai Point,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,49,66,11,12,0.7572331181220242,0.75,0.8571428571428571,0.14139564716059755,NA,0.35958128706981257,NA,NA,0.4975615700730445,0.5714285714285714,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Cass.River,1,1,Cass River,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,55,68,11,12,1.497703546931053,0,0,0.3266193652161611,NA,0.5828103484109053,NA,NA,0.5828103484109053,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Kaikoura,6,1,Kaikoura,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,50,67,11,12,1.0822489302684462,0.25,0.3333333333333333,0.21752378986130083,NA,0.09824496331443378,NA,NA,0.4315782966477671,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Kaitorete,10,1,Kaitorete,NA,TRUE,TRUE,46,63,11,12,0.9522993724435129,0.5,0.6,0.18653416151889315,NA,0.23997767075548543,NA,NA,0.6104105378785852,0.3,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Motueka.Spit,6,1,Motueka Spit,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,50,67,11,12,0.7730391561343055,0.5,0.8333333333333334,0.1433595778432392,NA,0.2740557617142945,NA,NA,0.5592775716190388,0.16666666666666666,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Napier,3,1,Napier,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,53,68,11,12,1.2857114593106589,0,0,0.2627739506787048,NA,0.40521911908112374,NA,NA,0.40521911908112374,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Pisa.Range,1,1,Pisa Range,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,55,69,11,12,1.2799186398452942,0,0,0.26346164478849576,NA,0.42650140977934137,NA,NA,0.42650140977934137,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Porters.Beach,2,1,Porters Beach,LOSO split is very small and should be treated as a stress test rather than a stable performance estimate.,FALSE,FALSE,54,71,11,12,1.3490605976457228,0,0,0.27815743142137667,NA,0.4456139435874437,NA,NA,0.4456139435874437,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Rangipo.Desert,3,1,Rangipo Desert,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,53,68,11,12,0.8440109295302682,0,0,0.2001901346326263,NA,0.5222649466948933,NA,NA,0.5222649466948933,0,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Tasman.River,13,1,Tasman River,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,FALSE,FALSE,43,60,11,12,1.5676664627818029,0.25,0.07692307692307693,0.31536133427781077,NA,0.4226869413923299,NA,NA,0.4996100183154068,0.5384615384615384,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Te.Anau,4,1,Te Anau,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,52,68,11,12,0.9975798568591139,0.5,0.75,0.19806222419354813,NA,0.31790223385077765,NA,NA,0.43209776614922235,1,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
Rung 2,r2x_b_staged_r1c_then_breast_cnh_plus_winter_reference,Rung 2 X2: Soft hierarchical R1 C then breast C/N/H + winter reference distances,staged_soft_hierarchical,exploratory_extension,staged_r1c_then_breast_cnh_plus_training_fold_winter_reference,FALSE,TRUE,TRUE,TRUE,FALSE,ok,leave_one_site_out_cv,Site__Tiwai.Point,7,1,Tiwai Point,LOSO split is site-pure or site-imbalanced and does not represent all Rung 2 classes.,TRUE,FALSE,49,66,11,12,0.7730202749532293,0.5,0.7142857142857143,0.14459254599247134,NA,0.3327185796897537,NA,NA,0.4849890185185921,0.5714285714285714,abs_delta_d13c|abs_delta_d15n|paired_distance_cn|normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|winter_ref_dist_nz_cnh|winter_ref_dist_au_cnh
